id,tweet_text,time_will_tell,distrust_experts,too_fast_early_dev,natural_traditional_is_better,liberty_freedom,hidden_motives,scapegoat,defend_the_weak,wicked_fairness,none,source
2805,OVER 700 Migrants today. YOU will have operations & tests cancelledYOU won't get a pension or elderly careFACTJoin @UKIP because the Conservatives are killing us.,0,0,0,0,0,0,1,0,0,0,immigration
2806,The elephant in the room which of course nobody really wants to talk about is cultural and societal changes which immigration at such a scale and in such a short time frame as brought @NeilUKIP,0,0,0,0,0,0,0,0,0,1,immigration
2807,Those illegally crossing the channel are economic migrants and must be deported immediately!,0,0,0,0,0,0,0,0,0,1,immigration
2808,The UK Independence Party is the ONLY party committed to withdrawing from the: 1951 UN Refugee Convention European Convention on Human Rights UN Global Migration Compact Until this happens the invasion of illegal immigrants will continue.,1,0,0,0,0,0,0,0,0,0,immigration
2809,"A leaked intelligence report this month found four in 10 Channel arrivals were Albanians during a six-week period in the Summer, as traditional asylum seekers are being replaced by potential economic migrants.",0,0,0,0,0,0,0,0,0,1,immigration
2810,No amnesty for ILLEGAL migrants!,0,0,0,0,0,0,0,0,0,1,immigration
2811,The Welfare of Armed Forces Veterans must have priority over Immigrants,0,0,0,0,0,0,0,0,1,0,immigration
2812,"Last month, 3,683 Illegal Migrants made the dangerous journey by small boat across the English Channel from France. So far this year 17,0000 have made the same journey.",0,0,0,0,0,0,0,0,0,1,immigration
2813,More than 600 illegal migrants crossed the channel yesterday!,0,0,0,0,0,0,0,0,0,1,immigration
2814,The UK Independence Party will Deny migrants the right to claim social housing or benefits until they have been a tax-paying resident in the UK for five continuous years.,0,0,0,0,0,0,0,0,0,1,immigration
2815,The UK will never ever get on top of the demand for housing if it continues with its present uncontrolled immigration policy. Immigration must be rigorously controlled to stabilise housing demand. @PatriciaMounta4,0,0,0,0,0,0,0,0,0,1,immigration
2816,"UKIP is firmly committed to the #NHS as a service 'free at the point of delivery', and we would not consider privatisation. UKIP will also ensure that any new arrivals, migrants, or visitors into the UK have private health insurance.",0,0,0,0,0,0,0,0,0,1,immigration
2817,"Just like #UKIP have been saying, the #Rwanda plan is a joke and will not stop illegal immigration.",0,0,0,0,0,0,0,0,0,1,immigration
2818,#UKIP defence and veterans spokesman Sqn Ldr Peter Richardson explains the impact of illegal immigration on the country's defence industry,0,0,0,0,0,0,0,0,0,1,immigration
2819,The government are willingly letting in hundreds of potential terrorists. #JoinUKIP,0,0,0,0,0,0,0,0,0,1,immigration
2820,"Whilst any of the establishment parties remain in power, the boats will continue to land on our shores. UKIP Chairman @BenWalkerFABS",0,0,0,0,0,0,1,0,0,0,immigration
2821,"BORDER CRISIS: 15,000 migrants entered UK this year, new figures reveal as anti immigration activists call for change. via @politicalite",0,0,0,0,0,0,0,0,0,1,immigration
2822,Surely you can see that the so called Conservatives have 1 NO intention of stopping 'migrants'2 Will NEVER deport foreign criminals3 Will Raise tax & cut services 2 pay 4 them4 Increase Energy tax5 Keep religious slaughter Join @UKIP - they ARE the Conservatives,0,0,0,0,0,0,0,0,0,1,immigration
2823,"Penny 'Submarine' Mordant is a liberal in Brexiteer's clothing. She's a fake conservative. @UKIP - we are the REAL conservatives. We would deliver a true Brexit, we would stop illegal immigration and limit legal immigration so that we'd have #NetZero immigration. #SaveBritain",0,0,0,0,0,0,0,0,0,1,immigration
2824,"UKIP are the only party that would complete Brexit, end Mass Immigration, cut Taxes, scrap green taxes and the green agenda, scrap the nanny state, protect the pension triple lock, end the woke nonsense and much more. ¡,",0,0,0,0,0,0,0,0,0,1,immigration
2825,"The next Prime Minister must complete #Brexit, end the #greenagenda, end mass immigration, cut taxes and end the woke nonsense. Unfortunately I fear that all of the current candidates are to weak to do any of that. JOIN UKIP",0,0,0,0,0,0,0,0,0,1,immigration
2826,"According to , since October, they have supported @Care4Calais by transporting more than 33,500 donations to help illegal immigrants feel welcome and comfortable as they ""start a new life in the UK"". @stevedgrimes",0,0,0,0,0,0,0,0,0,1,immigration
2827,"Time and again the British public votes to control immigration, but the message just isn't getting through. There is only one party with a serious manifesto and a plan to control immigration, and that's #UKIP.",0,0,0,0,0,0,0,0,0,1,immigration
2828,"What's worse is the hypocrisy. The liberal chatterati pretend to speak for the poorest but when it comes to bogus asylum seekers, they're all too happy to dump unlimited numbers on the places already struggling with problems of their own.'",0,0,0,0,0,0,0,0,0,1,immigration
2829,"Immigration is totally out of control, 880,000 people last year acquired the right of settlement inside the United Kingdom @NeilUKIP",0,0,0,0,0,0,0,0,0,1,immigration
2830,"Voters of #TivertonAndHoniton, do not allow yourselves to be manipulated by the scum media into voting LibDem, who want to rejoin the EU. Send a real message to the Tories about incompetent immigration control, and green fanaticism. ' Vote @BenWalkerFABS #UKIP '''",0,0,0,0,0,0,0,0,0,1,immigration
2831,"This country is broken. Strikes, illegal immigrants, cost of living crisis, taxes, greedy energy companies. The list is endless. When are the people going to wake up and start voting for change? #BrokenBritain #CostOfLivingCrisis #ToryIncompetence #TrainStrike",0,0,0,0,0,0,0,0,0,1,immigration
2832,Mass immigration hits the working class the hardest,0,0,0,0,0,0,0,0,0,1,immigration
2833,"If the government want to stop the channel crossings, they must withdraw from the UN Global Migration Compact the UN Refugee Convention and the #ECHR!",0,0,0,0,0,0,0,0,0,1,immigration
2834,This government is a shambles!!!! @Conservatives are a joke. @UKIP has a clear plan on illegal immigration and we are willing to act upon it. The British people are fed-up with the boats coming over!,0,0,0,0,0,0,0,0,0,1,immigration
2835,Law enforcement must enforce the law and not let the woke mob win!,0,0,0,0,0,0,0,0,0,1,immigration
2836,"Forget Rwanda, the real immigration story is being hidden - work visas up 25% to 239,987, family visas up 49% to 280,776 and student visas up 52 % to 432,729. Bye bye green fields. @TomSwarbrick1 @AndrewCastle63 @TalkTV @LBC @johnredwood @Laura__Farris @AlokSharma_RDG",0,0,0,0,0,0,0,0,0,1,immigration
2837,We don't want illegal immigrants here full stop. It's these that would be impacted by the never happening #Rwanda plan.,0,0,0,0,0,0,0,0,0,1,immigration
2838,"UKIP's immigration policy addresses four objectives:SovereigntyNumberAssimilationAccountability¶,",0,0,0,0,0,0,0,0,0,1,immigration
2839,"His (@BorisJohnson) government has betrayed us on mass immigration, tax increases and 'green' lunacy. He put the country under unnecessary house arrest over Covid and wrecked the country's finances. @NeilUKIP",0,0,0,0,0,0,0,0,0,1,immigration
2840,"Despite promising to end Mass immigration, the Conservative government issued around 1 million visas last year. #Immigration",0,0,0,0,0,0,0,0,0,1,immigration
2841,MIGRANT INVASION: UK saw MORE illegal migrant arrivals in 2022 than in 2020 via @politicalite,0,0,0,0,0,0,0,0,0,1,immigration
2842,Asylum: Linton Action Group is a false flag operation #LintonOnOuse,0,0,0,0,0,0,0,0,0,1,immigration
2843,Never trust a Tory especially when it comes to immigration.,0,0,0,0,0,0,0,0,0,1,immigration
2844,Immigration: drifting to the extremes #LintononOuse,0,0,0,0,0,0,0,0,0,1,immigration
2845,Linton asylum camp: a casual contempt for local democracy #lintononouse,0,0,0,0,0,0,0,0,0,1,immigration
2846,We're delighted to announce that Steve Laws has been appointed #UKIP immigration spokesman.,0,0,0,0,0,0,0,0,0,1,immigration
2847,Over the years the LibLabCon establishment have proven that they will never end Mass Immigration. #SaveBritain,0,0,0,0,0,0,0,0,0,1,immigration
2848,The reality is that we have an absence of control and immigration keeps increasing... ,0,0,0,0,0,0,0,0,0,1,immigration
2849,"Politicians should be focusing on the cost of living crisis, energy, rising crime and ending illegal immigration, not to mention the discontent between Westminster and the rest of the country. #PeopleNotPolitics #UKIP #CostOfLivingCrisis #EnergyCrisis",0,0,0,0,0,0,0,0,0,1,immigration
2850,The Rwanda policy is another con by the @Conservatives. #JoinUKIP,0,0,0,0,0,0,0,0,0,1,immigration
2851,Tory immigration plans flop again,0,0,0,0,0,0,0,0,0,1,immigration
2852,Hundreds of Boat Migrants Reach Britian as Rwanda Plan Flounders,0,0,0,0,0,0,0,0,0,1,immigration
2853,Linton asylum camp: media lies,0,0,0,0,0,0,0,0,0,1,immigration
2854,It's becoming clearer by the day that the government has no intention of ramping up removals and the Rwanda agreement is a cynical piece of electioneering.,0,0,0,0,0,0,0,0,0,1,immigration
2855,"As much as this facility demonstrates the complete failure of Priti Patel to bring illegal immigration under control, it also demonstrates Tory contempt for local democracy.",0,0,0,0,0,0,0,0,0,1,immigration
2856,"Only @UKIP is serious about stopping mass, illegal immigration.",0,0,0,0,0,0,0,0,0,1,immigration
2857,This weak government have no intention of stopping illegal channel crossings. #SaveBritain #VoteUKIP,0,0,0,0,0,0,0,0,0,1,immigration
2858,"What people want is fair taxes, a tough immigration policy, a functioning health system and law and order, maybe it's time to take a fresh look at our new manifesto",0,0,0,0,0,0,0,0,0,1,immigration
